|               wave | ion | NIST | Instr |           amplitude |       Source |
|  13954.82378983318 |  OH |    1 |    32 |   147.2191357916468 | wavemodel.py |
| 13980.718730350945 |  OH |    1 |    32 |  1.4737371505298993 | wavemodel.py |
| 13989.707794700485 |  OH |    1 |    32 |   56.76122307173371 | wavemodel.py |
| 14001.176501033793 |  OH |    1 |    32 |  0.8972107825020429 | wavemodel.py |
| 14011.726366091298 |  OH |    1 |    32 |   8.090130269389682 | wavemodel.py |
| 14026.058564892079 |  OH |    1 |    32 |  157.04811071289942 | wavemodel.py |
| 14048.412349639246 |  OH |    1 |    32 |   32.39111670060444 | wavemodel.py |
|  14062.70858979001 |  OH |    1 |    32 |   16.98814266415954 | wavemodel.py |
| 14073.643114876391 |  OH |    1 |    32 |  52.852225018195966 | wavemodel.py |
| 14090.562238192484 |  OH |    1 |    32 |  102.61125668313807 | wavemodel.py |
| 14106.558696448306 |  OH |    1 |    32 |   128.0952679982053 | wavemodel.py |
| 14110.794988862575 |  OH |    1 |    32 |   50.60268921442621 | wavemodel.py |
| 14137.866040806324 |  OH |    1 |    32 |  209.04926763696034 | wavemodel.py |
|  14166.90525744807 |  OH |    1 |    32 |  130.11005264609454 | wavemodel.py |
| 14189.934716484042 |  OH |    1 |    32 |   291.5017818908709 | wavemodel.py |
| 14196.692030476392 |  OH |    1 |    32 |   72.98828995256974 | wavemodel.py |
| 14231.090890214804 |  OH |    1 |    32 |  114.26105955130267 | wavemodel.py |
| 14270.256063456718 |  OH |    1 |    32 |  18.330842598017764 | wavemodel.py |
|   14296.8322192098 |  OH |    1 |    32 |   32.67865714680937 | wavemodel.py |
|  14348.29893669858 |  OH |    1 |    32 |   868.0873993086578 | wavemodel.py |
| 14356.385768840859 |  OH |    1 |    32 |  27.074814291825692 | wavemodel.py |
| 14360.642706937608 |  OH |    1 |    32 |   289.6060785029422 | wavemodel.py |
|  14373.02948043677 |  OH |    1 |    32 |   9.890793543191023 | wavemodel.py |
| 14378.342900645786 |  OH |    1 |    32 |   84.39972789133382 | wavemodel.py |
| 14383.349032861517 |  OH |    1 |    32 |   7.082565247472658 | wavemodel.py |
|  14396.12822966523 |  OH |    1 |    32 |  3.2000668148263283 | wavemodel.py |
| 14401.692501417081 |  OH |    1 |    32 |  21.516981591281446 | wavemodel.py |
| 14407.303879067314 |  OH |    1 |    32 |  10.837704560978038 | wavemodel.py |
|  14425.37728542136 |  OH |    1 |    32 |  0.7950567053081261 | wavemodel.py |
| 14430.848012193512 |  OH |    1 |    32 |   4.729145778257872 | wavemodel.py |
|  14465.93447769908 |  OH |    1 |    32 |  0.7441336951485166 | wavemodel.py |
|  14473.06465730421 |  OH |    1 |    32 |  186.49175688232512 | wavemodel.py |
| 14506.826273529574 |  OH |    1 |    32 |   2.388012720284399 | wavemodel.py |
| 14522.929753283577 |  OH |    1 |    32 |   605.6903202784782 | wavemodel.py |
